x,VIN - 0.714 V,VOUT - 0.55 V
0.0,0.0,0.0011741707666157453
5e-09,3.1410759078128736,-6.549974836422501
1e-08,6.279051952931325,-13.588827425617623
1.5e-08,9.410831331851387,-20.63784429366533
2e-08,12.533323356430426,-27.650480155978485
2.5e-08,15.64344650402305,-34.60260705495788
3e-08,18.738131458572504,-41.49633282061615
3.5e-08,21.81432413965423,-48.31562198919082
3.999999999999999e-08,24.86898871648546,-55.057602554195725
4.499999999999999e-08,27.899110603922917,-61.71048607104163
4.999999999999999e-08,30.901699437494766,-68.26923689681163
5.499999999999999e-08,33.873792024529116,-74.72449330865017
6e-08,36.81245526846777,-81.07047587289756
6.5e-08,39.71478906347803,-87.29938591638225
7e-08,42.57792915650727,-93.40543177091803
7.500000000000001e-08,45.39904997395472,-99.38197448105046
8.000000000000001e-08,48.175367410171475,-105.22359567645545
8.500000000000002e-08,50.90414157503709,-110.92463098663485
9.000000000000003e-08,53.58267949789963,-116.48024076895597
9.500000000000003e-08,56.20833778521306,-121.88564895296855
1e-07,58.778525229247315,-127.13670057135573
1.05e-07,61.29070536529768,-132.22946090524695
1.1e-07,63.742398974869,-137.16050539543295
1.150000000000001e-07,66.13118653236516,-141.92670312822025
1.2e-07,68.45471059286889,-146.52536482198596
1.25e-07,70.71067811865473,-150.95412031418738
1.300000000000001e-07,72.89686274214114,-155.21098964333808
1.350000000000001e-07,75.01110696304603,-159.29430796573712
1.400000000000001e-07,77.051324277579,-163.20275388758944
1.450000000000001e-07,79.01550123756907,-166.9352978741445
1.500000000000001e-07,80.90169943749481,-170.49120622818893
1.550000000000001e-07,82.70805742745624,-173.87000091076777
1.600000000000001e-07,84.43279255020153,-177.07144948907415
1.650000000000001e-07,86.07420270039445,-180.09553056825146
1.700000000000001e-07,87.63066800438635,-182.94241586046823
1.750000000000001e-07,89.1006524188368,-185.61243876010946
1.800000000000001e-07,90.48270524660195,-188.10607247495753
1.850000000000001e-07,91.7754625683982,-190.42390100770095
1.900000000000001e-07,92.97764858882518,-192.56659604410376
1.950000000000001e-07,94.08807689542265,-194.53489043971882
2.000000000000001e-07,95.10565162951534,-196.32955578110185
2.050000000000001e-07,96.02936856769429,-197.95137880785046
2.100000000000001e-07,96.85831611286311,-199.40114101551703
2.150000000000001e-07,97.59167619387476,-200.67959849926552
2.200000000000001e-07,98.22872507286884,-201.78746455074193
2.250000000000001e-07,98.76883405951375,-202.72539333337235
2.300000000000002e-07,99.21147013144783,-203.49396610219983
2.350000000000002e-07,99.556196460308,-204.09367900057262
2.400000000000001e-07,99.80267284282718,-204.52493328931303
2.450000000000001e-07,99.95065603657316,-204.78802743926994
2.500000000000001e-07,99.99999999999997,-204.88315158504005
2.550000000000002e-07,99.95065603657316,-204.81038399849515
2.600000000000002e-07,99.80267284282718,-204.56968986839345
2.650000000000002e-07,99.556196460308,-204.16092217619186
2.700000000000002e-07,99.21147013144771,-203.58382482608246
2.750000000000002e-07,98.76883405951375,-202.83803789279764
2.800000000000002e-07,98.22872507286884,-201.92310506197546
