time,I0.NM0:region,I0.NM0:id,I0.NM0:vgs,I0.NM0:vds,I0.NM0:vth,I0.NM0:vdsat,I0.NM0:gm,I0.NM0:gds,I0.NM0:gmoverid,I0.NM0:self_gain,I0.NM0:rout,I0.NM0:sat_margin_abs
0.0,2.0,9.821407493476304e-05,0.714,0.5500011741707667,0.5060541914085409,0.1749331259882883,0.0005283925852465249,5.272386819453852e-05,5.380008757338101,10.02188578608994,18966.74189970733,0.37506804818247835
5e-09,2.0,9.951420139624747e-05,0.7171410759078128,0.5434500251635775,0.506143125432758,0.1763490786711643,0.000529902717746442,5.394116700871171e-05,5.324895422630081,9.823716228847266,18538.71644709682,0.3671009464924132
1e-08,2.0,0.0001007825519348921,0.7202790519529313,0.5364111725743824,0.5062384840597095,0.1777615766896304,0.0005311885938132387,5.522655756225783e-05,5.27064041470513,9.61835423499683,18107.23036417186,0.358649595884752
1.5e-08,2.0,0.0001020417240706022,0.7234108313318514,0.5293621557063347,0.5063340863807791,0.1791714712412014,0.0005323635291662412,5.655024246903628e-05,5.217116148271825,9.413991981691916,17683.39013838081,0.35019068446513335
2e-08,2.0,0.0001032921094802571,0.7265333233564304,0.5223495198440216,0.5064293177605567,0.1805775115390273,0.0005334360379147613,5.791003043230137e-05,5.164344475671035,9.211461882037252,17268.16567932962,0.34177200830499427
2.5e-08,2.0,0.0001045330002048551,0.729643446504023,0.5153973929450422,0.5065238567319588,0.1819783290412437,0.0005344096704009277,5.930498086958886e-05,5.112353670186136,9.01121056890803,16861.99009487907,0.3334190639037985
3e-08,2.0,0.0001057622361489211,0.7327381314585725,0.5085036671793839,0.5066177227051879,0.1833724326093156,0.0005352814638647503,6.073611190742539e-05,5.061177599971514,8.813232310303825,16464.66934735978,0.3251312345700683
3.5e-08,2.0,0.0001069787604325268,0.7358143241396542,0.5016843780108092,0.5067106982778107,0.184758432059829,0.0005360537240021464,6.220286918973708e-05,5.010842510269887,8.617829546849753,16076.42883722462,0.3169259459509802
3.999999999999999e-08,2.0,0.0001081807832480456,0.7388689887164854,0.4949423974458043,0.5068027372592663,0.1861348839508278,0.0005367255514289906,6.370571813825011e-05,4.961376055966567,8.425076541233283,15697.17804341933,0.3088075134949765
4.499999999999999e-08,2.0,0.0001093671176806644,0.7418991106039229,0.4882895139289584,0.5068936766826263,0.1875004031152914,0.0005372989400031629,6.524419292004366e-05,4.912801466524691,8.235199424746037,15327.03456421775,0.300789110813667
4.999999999999999e-08,2.0,0.0001105362180531204,0.7449016994374947,0.4817307631031884,0.506983441469823,0.1888535865945526,0.0005377743616374886,6.681832180675335e-05,4.865141643899101,8.048306917865986,14965.95503987844,0.2928771765086358
