index,I0.NM0:region,I0.NM0:id,I0.NM0:vgs,I0.NM0:vds,I0.NM0:vth,I0.NM0:vdsat,I0.NM0:gm,I0.NM0:gds,I0.NM0:gmoverid,I0.NM0:self_gain,I0.NM0:rout,I0.NM0:sat_margin_abs
0.0,2.0,9.821311112962608e-05,0.714,0.5499834725960407,0.5060544306983672,0.1749330072987392,0.0005283881361706858,5.272501480313403e-05,5.380016253320286,10.02158345793917,18966.32943079911,0.37505046529730157
