x,|ID|
0.0,1.866510659681749e-10
0.001,1.925935077156857e-10
0.002,1.977255314985657e-10
0.003,2.030050227234612e-10
0.004,2.084362057298297e-10
0.005,2.140234256620683e-10
0.006,2.19771151911789e-10
0.007,2.256839816577357e-10
0.008,2.317666435059644e-10
0.009000000000000001,2.38024001233108e-10
0.01,2.444610576357351e-10
0.011,2.510829584886381e-10
0.012,2.578949966151781e-10
0.013,2.649026160728293e-10
0.01400000000000001,2.721114164571498e-10
0.01500000000000001,2.795271573274552e-10
0.01600000000000001,2.871557627576714e-10
0.01700000000000001,2.950033260158231e-10
0.01800000000000001,3.030761143757436e-10
0.01900000000000001,3.113805740647879e-10
0.02000000000000001,3.199233353512342e-10
0.02100000000000001,3.2871121777539e-10
0.02200000000000001,3.377512355283e-10
0.02300000000000001,3.470506029823008e-10
0.02400000000000001,3.566167403775676e-10
0.02500000000000002,3.664572796690213e-10
0.02600000000000002,3.765800705381153e-10
0.02700000000000002,3.869931865740066e-10
0.02800000000000002,3.977049316289509e-10
0.02900000000000002,4.087238463525942e-10
0.03000000000000002,4.200587149103397e-10
0.03100000000000002,4.317185718907777e-10
0.03200000000000002,4.437127094074224e-10
0.03300000000000002,4.560506844002017e-10
0.03400000000000002,4.687423261423408e-10
0.03500000000000002,4.817977439580188e-10
0.03600000000000003,4.952273351570407e-10
0.03700000000000003,5.090417931922346e-10
0.03800000000000003,5.232521160459386e-10
0.03900000000000003,5.378696148516465e-10
0.04000000000000003,5.529059227577595e-10
0.04100000000000003,5.683730040396229e-10
0.04200000000000003,5.842831634671105e-10
0.04300000000000003,6.006490559345185e-10
0.04400000000000003,6.174836963602393e-10
0.04500000000000003,6.348004698634723e-10
0.04600000000000003,6.526131422256743e-10
0.04700000000000003,6.709358706445233e-10
0.04800000000000004,6.897832147886446e-10
0.04900000000000004,7.091701481609893e-10
0.05000000000000004,7.291120697797438e-10
0.05100000000000004,7.496248161851154e-10
0.05200000000000004,7.707246737812387e-10
0.05300000000000004,7.924283915221817e-10
0.05400000000000004,8.14753193951492e-10
0.05500000000000004,8.377167946050375e-10
0.05600000000000004,8.613374097869896e-10
0.05700000000000004,8.856337727290943e-10
0.05800000000000004,9.10625148143848e-10
0.05900000000000005,9.3633134718205e-10
0.06000000000000005,9.6277274280604e-10
0.06100000000000005,9.89970285589714e-10
0.06200000000000005,1.01794551995684e-09
0.06300000000000004,1.046720600869882e-09
0.06400000000000004,1.076318310981307e-09
0.06500000000000004,1.106762078259915e-09
0.06600000000000004,1.138075994104945e-09
0.06700000000000005,1.170284831961748e-09
0.06800000000000005,1.203414066451443e-09
0.06900000000000005,1.237489893029627e-09
0.07000000000000005,1.272539248187472e-09
0.07100000000000005,1.308589830210578e-09
0.07200000000000005,1.345670120509497e-09
0.07300000000000005,1.383809405538772e-09
0.07400000000000005,1.423037799318809e-09
0.07500000000000005,1.463386266577619e-09
0.07600000000000005,1.504886646528721e-09
0.07700000000000005,1.547571677302383e-09
0.07800000000000006,1.591475021047058e-09
0.07900000000000006,1.636631289719939e-09
0.08000000000000006,1.683076071583786e-09
0.08100000000000006,1.73084595842947e-09
0.08200000000000006,1.779978573543756e-09
0.08300000000000006,1.830512600441159e-09
0.08400000000000006,1.882487812380856e-09
0.08500000000000006,1.935945102689263e-09
0.08600000000000006,1.990926515909318e-09
0.08700000000000006,2.047475279798382e-09
0.08800000000000006,2.105635838197017e-09
0.08900000000000007,2.165453884791893e-09
0.09000000000000007,2.226976397795215e-09
0.09100000000000007,2.290251675566556e-09
0.09200000000000007,2.355329373199384e-09
0.09300000000000007,2.422260540099052e-09
0.09400000000000007,2.491097658578419e-09
0.09500000000000007,2.561894683495466e-09
0.09600000000000007,2.634707082962205e-09
0.09700000000000007,2.709591880151681e-09
0.09800000000000007,2.786607696230822e-09
0.09900000000000007,2.865814794450018e-09
0.1000000000000001,2.947275125416842e-09
0.1010000000000001,3.03105237358634e-09
0.1020000000000001,3.117212004998358e-09
0.1030000000000001,3.205821316293631e-09
0.1040000000000001,3.296949485040979e-09
0.1050000000000001,3.390667619015625e-09
0.1060000000000001,3.487048742744774e-09
0.1070000000000001,3.586167952253866e-09
0.1080000000000001,3.688102470029237e-09
0.1090000000000001,3.79293167146601e-09
0.1100000000000001,3.900737143770339e-09
0.1110000000000001,4.011602746424352e-09
0.1120000000000001,4.125614673251513e-09
0.1130000000000001,4.242861516122845e-09
